ticket_id,created_at,resolved_at,category,sub_issue,product,channel,status,sentiment,agent_id,resolution_time_mins,first_response_mins,csat_score,priority,resolution_type,escalated,repeat_contact,region,customer_tier,chatbot_handled
TKT-00839,2024-09-18 10:52:00,2024-09-18 17:54:00,Returns,Return window expired,Laptop Pro,App,Pending,Positive,Agent_041,422,5,1,Medium,Account Updated,Yes,No,Europe,Premium,No
TKT-00840,2024-10-19 13:40:00,,General Inquiry,Store hours,Tablet S,Email,Closed,Neutral,Agent_039,,41,4,Low,Escalated to Tier 2,Yes,No,Europe,Premium,No
TKT-00841,2024-11-18 04:38:00,2024-11-18 05:49:00,Complaint,Repeated issues unresolved,Router Plus,Social Media,Closed,Negative,Agent_037,71,6,4,Medium,Technical Fix Applied,No,No,Latin America,Enterprise,No
TKT-00842,2023-03-10 06:12:00,2023-03-10 07:56:00,Account,Profile update error,Smart TV,Chat,Resolved,Negative,Agent_026,104,9,2,Low,Technical Fix Applied,No,No,Europe,Premium,Yes
TKT-00843,2023-01-01 12:07:00,2023-01-01 14:00:00,Shipping,Package damaged,Wireless Earbuds,Social Media,Pending,Neutral,Agent_023,113,33,3,Medium,Information Provided,No,Yes,Middle East,Standard,Yes
TKT-00844,2023-06-22 18:20:00,,Billing,Charged twice for order,SmartWatch X,Social Media,Resolved,Negative,Agent_016,,33,4,Medium,Order Replaced,No,No,Middle East,Standard,Yes
TKT-00845,2024-05-26 21:32:00,2024-05-26 23:00:00,General Inquiry,Pricing inquiry,SmartWatch X,Social Media,Closed,Neutral,Agent_012,88,54,2,Low,Information Provided,No,No,Latin America,Standard,No
TKT-00846,2024-12-04 19:28:00,2024-12-04 21:28:00,General Inquiry,Feature request,Phone Max,Email,Closed,Positive,Agent_044,120,15,5,Critical,No Action Needed,Yes,No,Latin America,Enterprise,Yes
TKT-00847,2024-02-17 21:59:00,2024-02-17 23:00:00,Complaint,Repeated issues unresolved,Phone Max,Social Media,Pending,Negative,Agent_001,61,26,5,Medium,Refund Issued,No,Yes,Europe,Standard,No
TKT-00848,2024-11-21 05:05:00,2024-11-21 08:27:00,Product,Warranty claim,Router Plus,Email,Escalated,Neutral,Agent_010,202,1,5,High,Escalated to Tier 2,Yes,No,Asia Pacific,Standard,No
TKT-00849,2024-07-24 18:34:00,2024-07-25 01:10:00,Billing,Promo code not applied,Tablet S,App,Closed,Negative,Agent_009,396,40,3,High,Refund Issued,No,No,Middle East,Premium,Yes
TKT-00850,2024-09-04 22:44:00,2024-09-05 00:53:00,Complaint,Rude agent interaction,Smart TV,App,Pending,Neutral,Agent_042,129,9,4,Low,Account Updated,No,No,Latin America,Enterprise,No
TKT-00851,2024-12-12 20:28:00,2024-12-12 21:15:00,Billing,Promo code not applied,Camera 4K,Social Media,Resolved,Positive,Agent_050,47,58,3,Critical,Escalated to Tier 2,Yes,No,Asia Pacific,Standard,Yes
TKT-00852,2024-10-04 21:29:00,2024-10-05 01:43:00,Technical,Login not working,Camera 4K,App,Pending,Negative,Agent_009,254,35,4,Medium,Information Provided,No,No,Middle East,Standard,No
TKT-00853,2024-10-20 05:43:00,2024-10-20 11:04:00,Complaint,Rude agent interaction,Laptop Pro,Phone,Closed,Neutral,Agent_047,321,45,4,Medium,Follow-up Scheduled,No,Yes,North America,Standard,No
TKT-00854,2023-12-17 11:17:00,2023-12-17 13:26:00,Shipping,Delivery delayed,Camera 4K,Chat,Resolved,Negative,Agent_040,129,30,4,Low,Information Provided,No,Yes,Middle East,Premium,No
TKT-00855,2023-08-16 06:34:00,2023-08-16 14:16:00,Complaint,Repeated issues unresolved,Wireless Earbuds,Phone,Resolved,Negative,Agent_021,462,22,5,Low,Account Updated,No,No,Europe,Enterprise,Yes
TKT-00856,2024-08-12 05:25:00,2024-08-12 10:27:00,Shipping,Delivery delayed,Smart TV,Email,Resolved,Negative,Agent_033,302,22,5,Low,No Action Needed,No,Yes,Latin America,Standard,No
TKT-00857,2023-01-17 19:20:00,2023-01-18 01:48:00,Product,Warranty claim,Phone Max,Email,Resolved,Neutral,Agent_008,388,53,5,High,Technical Fix Applied,No,Yes,Latin America,Standard,Yes
TKT-00858,2024-06-18 22:21:00,2024-06-19 03:19:00,Returns,Item not eligible for return,Phone Max,Social Media,Resolved,Neutral,Agent_030,298,6,5,Low,Account Updated,No,No,Europe,Standard,No
TKT-00859,2024-05-02 23:54:00,,Complaint,Rude agent interaction,Laptop Pro,Email,In Progress,Positive,Agent_010,,29,5,Medium,Technical Fix Applied,No,No,North America,Standard,Yes
TKT-00860,2024-01-28 19:33:00,2024-01-28 20:36:00,General Inquiry,Product availability,Wireless Earbuds,Social Media,Resolved,Neutral,Agent_016,63,36,4,High,Account Updated,No,No,Asia Pacific,Standard,No
TKT-00861,2024-03-02 01:20:00,2024-03-02 08:43:00,Complaint,Repeated issues unresolved,Router Plus,Phone,Resolved,Positive,Agent_032,443,51,4,High,Account Updated,No,No,Asia Pacific,Standard,Yes
TKT-00862,2024-01-08 10:50:00,2024-01-08 16:55:00,Complaint,Long wait times,Tablet S,App,Closed,Negative,Agent_045,365,33,4,Medium,Account Updated,Yes,No,North America,Premium,Yes
TKT-00863,2024-01-17 20:14:00,2024-01-18 01:15:00,Account,Account locked,SmartWatch X,Phone,Closed,Positive,Agent_001,301,16,3,Medium,Follow-up Scheduled,Yes,No,Latin America,Standard,Yes
TKT-00864,2023-10-18 09:18:00,2023-10-18 16:34:00,Technical,Performance issues,Router Plus,Chat,Pending,Negative,Agent_015,436,25,4,Medium,Follow-up Scheduled,No,No,Latin America,Standard,Yes
TKT-00865,2024-06-11 23:45:00,2024-06-12 01:11:00,Product,Setup assistance needed,Phone Max,Chat,Escalated,Negative,Agent_007,86,5,4,High,Information Provided,No,Yes,Middle East,Standard,No
TKT-00866,2024-10-03 09:39:00,,Billing,Charged twice for order,Phone Max,Social Media,Resolved,Positive,Agent_046,,57,5,Medium,Account Updated,Yes,Yes,Latin America,Standard,No
TKT-00867,2023-07-01 05:57:00,2023-07-01 08:57:00,General Inquiry,Store hours,Tablet S,Social Media,Resolved,Positive,Agent_037,180,48,4,Critical,Account Updated,Yes,Yes,Latin America,Standard,No
TKT-00868,2023-04-15 12:03:00,2023-04-15 16:45:00,Returns,Return window expired,Wireless Earbuds,Email,Pending,Positive,Agent_029,282,8,5,High,Information Provided,No,No,Europe,Enterprise,No
TKT-00869,2023-07-06 05:09:00,2023-07-06 10:05:00,Product,Product not as described,Wireless Earbuds,Email,Escalated,Negative,Agent_043,296,14,5,High,Technical Fix Applied,No,No,Middle East,Standard,No
TKT-00870,2024-10-30 11:44:00,2024-10-30 13:50:00,Product,Missing parts,Smart TV,App,Closed,Positive,Agent_008,126,35,5,Medium,Follow-up Scheduled,No,No,Europe,Standard,Yes
TKT-00871,2023-01-21 18:21:00,2023-01-21 20:35:00,Returns,Return window expired,SmartWatch X,Chat,Closed,Neutral,Agent_038,134,50,4,Medium,Escalated to Tier 2,No,No,Europe,Standard,Yes
TKT-00872,2024-06-23 15:46:00,2024-06-23 16:44:00,General Inquiry,Store hours,Wireless Earbuds,App,In Progress,Negative,Agent_034,58,53,5,Low,Escalated to Tier 2,Yes,No,North America,Standard,Yes
TKT-00873,2024-07-15 06:11:00,2024-07-15 06:31:00,Billing,Refund not received,Router Plus,App,Pending,Negative,Agent_029,20,36,3,Medium,Information Provided,No,No,Asia Pacific,Premium,Yes
TKT-00874,2024-10-14 17:25:00,,Returns,Return label not received,Phone Max,Email,Resolved,Neutral,Agent_025,,49,5,Medium,Account Updated,Yes,Yes,Europe,Enterprise,No
TKT-00875,2023-01-24 04:41:00,2023-01-24 09:37:00,Technical,Device not connecting,Laptop Pro,Email,Resolved,Neutral,Agent_042,296,38,5,High,Information Provided,Yes,No,North America,Standard,No
TKT-00876,2023-08-04 21:37:00,,Technical,Software update failed,Laptop Pro,Chat,Escalated,Positive,Agent_011,,10,5,Low,Follow-up Scheduled,No,No,Europe,Standard,No
TKT-00877,2023-04-29 03:24:00,,Technical,App keeps crashing,Laptop Pro,Social Media,Resolved,Neutral,Agent_048,,3,5,Critical,Follow-up Scheduled,No,Yes,Middle East,Premium,Yes
TKT-00878,2024-08-08 06:27:00,2024-08-08 09:42:00,Account,Account locked,Router Plus,Phone,Closed,Positive,Agent_049,195,43,4,High,Escalated to Tier 2,Yes,No,Middle East,Premium,No
TKT-00879,2023-12-12 00:36:00,2023-12-12 06:17:00,Shipping,Package damaged,Camera 4K,Chat,Resolved,Negative,Agent_013,341,39,3,High,Account Updated,No,No,Latin America,Premium,Yes
TKT-00880,2023-08-08 22:42:00,2023-08-09 03:34:00,Billing,Promo code not applied,Router Plus,Email,Closed,Positive,Agent_030,292,45,2,Low,Order Replaced,No,No,Middle East,Standard,Yes
TKT-00881,2023-05-14 06:54:00,2023-05-14 07:08:00,Account,Account locked,Laptop Pro,Chat,In Progress,Negative,Agent_028,14,48,2,Low,Escalated to Tier 2,No,No,Asia Pacific,Standard,No
TKT-00882,2024-03-29 23:46:00,2024-03-30 00:30:00,Billing,Refund not received,Phone Max,Chat,Resolved,Positive,Agent_042,44,2,5,Critical,Technical Fix Applied,No,No,Europe,Premium,No
TKT-00883,2023-08-16 22:45:00,2023-08-17 06:09:00,Billing,Charged twice for order,Smart TV,Social Media,In Progress,Neutral,Agent_050,444,8,3,Medium,Account Updated,No,No,Middle East,Standard,No
TKT-00884,2024-01-16 09:27:00,2024-01-16 16:39:00,Product,Product defective,Wireless Earbuds,Phone,Pending,Positive,Agent_003,432,31,3,Medium,Technical Fix Applied,No,No,North America,Standard,No
TKT-00885,2024-07-21 07:06:00,2024-07-21 10:57:00,Complaint,Repeated issues unresolved,Wireless Earbuds,Social Media,Pending,Neutral,Agent_034,231,6,5,Low,Account Updated,No,Yes,North America,Premium,Yes
TKT-00886,2024-12-22 01:29:00,2024-12-22 02:13:00,Product,Product defective,Phone Max,Email,Pending,Positive,Agent_006,44,29,1,Critical,Order Replaced,No,No,Asia Pacific,Standard,Yes
TKT-00887,2023-06-29 03:45:00,,Complaint,Rude agent interaction,Smart TV,Social Media,Resolved,Neutral,Agent_017,,12,4,Medium,Information Provided,Yes,Yes,Europe,Enterprise,No
TKT-00888,2024-09-13 12:10:00,2024-09-13 19:12:00,Returns,Item not eligible for return,Camera 4K,Social Media,Resolved,Positive,Agent_023,422,60,5,Medium,Information Provided,No,No,Latin America,Standard,Yes
TKT-00889,2024-02-17 13:27:00,2024-02-17 14:19:00,Account,Password reset issue,SmartWatch X,Email,Resolved,Neutral,Agent_043,52,38,4,Medium,Order Replaced,Yes,No,Asia Pacific,Standard,No
TKT-00890,2024-07-30 22:54:00,2024-07-31 04:57:00,Technical,Device not connecting,Phone Max,Email,Resolved,Positive,Agent_017,363,1,3,Medium,Refund Issued,No,No,Middle East,Premium,No
TKT-00891,2024-09-12 16:31:00,2024-09-12 21:59:00,Complaint,Misleading information given,Router Plus,Email,Closed,Neutral,Agent_036,328,30,2,High,Technical Fix Applied,No,No,North America,Standard,No
TKT-00892,2024-05-11 15:36:00,2024-05-11 17:53:00,Billing,Wrong amount billed,Camera 4K,Chat,Resolved,Negative,Agent_033,137,49,5,Medium,Order Replaced,No,No,Middle East,Standard,Yes
TKT-00893,2023-06-19 13:54:00,,Account,Subscription management,Router Plus,App,Closed,Positive,Agent_027,,4,3,Low,Escalated to Tier 2,No,No,Asia Pacific,Standard,No
TKT-00894,2023-08-29 11:43:00,2023-08-29 17:43:00,Technical,Performance issues,Router Plus,Chat,Closed,Positive,Agent_029,360,39,4,Critical,Order Replaced,No,No,North America,Enterprise,No
TKT-00895,2023-11-08 17:08:00,2023-11-08 18:31:00,Account,Profile update error,Phone Max,App,In Progress,Negative,Agent_024,83,57,4,Medium,Refund Issued,No,Yes,North America,Standard,Yes
TKT-00896,2023-11-24 15:42:00,2023-11-24 16:30:00,General Inquiry,Compatibility question,SmartWatch X,Phone,Pending,Positive,Agent_042,48,13,3,Medium,Escalated to Tier 2,No,No,Middle East,Standard,Yes
TKT-00897,2024-07-27 16:09:00,2024-07-27 20:07:00,Complaint,Repeated issues unresolved,Laptop Pro,Phone,Resolved,Neutral,Agent_046,238,43,4,Low,Technical Fix Applied,No,No,Asia Pacific,Standard,No
TKT-00898,2023-07-01 15:18:00,2023-07-01 21:04:00,Returns,Refund not processed,Smart TV,Social Media,Resolved,Negative,Agent_030,346,36,5,Medium,No Action Needed,No,No,Middle East,Enterprise,No
TKT-00899,2024-09-16 12:24:00,2024-09-16 17:04:00,Account,Two-factor auth problem,Laptop Pro,Phone,Pending,Neutral,Agent_005,280,40,3,Medium,Escalated to Tier 2,No,Yes,Europe,Standard,No
TKT-00900,2024-10-07 13:17:00,2024-10-07 17:55:00,Returns,Refund not processed,Tablet S,App,Resolved,Negative,Agent_015,278,37,1,Medium,No Action Needed,Yes,No,Latin America,Standard,No
TKT-00901,2024-09-08 18:04:00,,General Inquiry,Store hours,SmartWatch X,Chat,In Progress,Positive,Agent_049,,6,5,Critical,Information Provided,No,No,Middle East,Premium,Yes
TKT-00902,2024-02-22 03:14:00,2024-02-22 05:04:00,Returns,Item not eligible for return,Wireless Earbuds,Chat,Resolved,Positive,Agent_036,110,1,4,Medium,No Action Needed,No,No,North America,Enterprise,Yes
TKT-00903,2023-11-06 15:09:00,,Account,Password reset issue,Phone Max,Phone,Resolved,Negative,Agent_027,,21,2,Medium,Technical Fix Applied,No,No,North America,Premium,Yes
TKT-00904,2024-08-31 17:36:00,2024-09-01 00:02:00,Account,Password reset issue,Camera 4K,Social Media,Closed,Positive,Agent_018,386,35,1,Low,Order Replaced,No,No,North America,Premium,No
TKT-00905,2024-02-08 20:24:00,2024-02-08 22:40:00,Shipping,Delivery delayed,Phone Max,App,Resolved,Neutral,Agent_029,136,35,4,Medium,No Action Needed,No,No,North America,Standard,No
TKT-00906,2024-11-06 01:07:00,2024-11-06 02:11:00,Product,Missing parts,Laptop Pro,Social Media,In Progress,Positive,Agent_025,64,44,5,High,Refund Issued,No,Yes,North America,Standard,No
TKT-00907,2024-09-02 17:48:00,2024-09-03 00:23:00,Returns,Item not eligible for return,Phone Max,Social Media,In Progress,Neutral,Agent_007,395,27,4,Medium,Order Replaced,No,No,Latin America,Standard,Yes
TKT-00908,2023-05-20 09:33:00,2023-05-20 14:31:00,Account,Two-factor auth problem,Camera 4K,Phone,Closed,Negative,Agent_036,298,59,1,Medium,No Action Needed,No,Yes,Latin America,Standard,Yes
TKT-00909,2023-11-19 13:55:00,2023-11-19 17:02:00,Account,Password reset issue,Router Plus,Phone,Closed,Negative,Agent_013,187,35,4,High,Refund Issued,No,No,Asia Pacific,Standard,No
TKT-00910,2023-05-14 20:11:00,2023-05-15 02:46:00,Complaint,Poor service experience,Camera 4K,Phone,Pending,Neutral,Agent_004,395,4,5,Low,No Action Needed,No,Yes,Europe,Standard,Yes
TKT-00911,2024-03-14 15:44:00,2024-03-14 21:21:00,General Inquiry,Store hours,SmartWatch X,Social Media,Resolved,Positive,Agent_018,337,49,4,High,Technical Fix Applied,Yes,No,Middle East,Premium,Yes
TKT-00912,2023-03-03 00:48:00,2023-03-03 08:32:00,Complaint,Misleading information given,Camera 4K,Social Media,Escalated,Negative,Agent_009,464,31,1,Low,Technical Fix Applied,No,No,Asia Pacific,Standard,No
TKT-00913,2023-10-07 14:08:00,2023-10-07 20:16:00,Billing,Refund not received,SmartWatch X,Chat,Escalated,Negative,Agent_004,368,11,3,Low,Order Replaced,No,No,Latin America,Standard,No
TKT-00914,2024-06-29 01:29:00,2024-06-29 06:13:00,Complaint,Rude agent interaction,Tablet S,App,Resolved,Positive,Agent_043,284,11,5,Medium,Information Provided,No,No,Asia Pacific,Premium,No
TKT-00915,2023-02-18 01:43:00,2023-02-18 05:23:00,Account,Two-factor auth problem,Smart TV,Chat,Closed,Negative,Agent_005,220,19,5,Low,Information Provided,No,No,Latin America,Standard,No
TKT-00916,2024-11-29 19:46:00,2024-11-30 02:44:00,General Inquiry,Compatibility question,Phone Max,Chat,Escalated,Neutral,Agent_044,418,58,4,High,Follow-up Scheduled,No,Yes,Middle East,Standard,No
TKT-00917,2024-05-01 11:45:00,2024-05-01 11:52:00,Technical,App keeps crashing,Camera 4K,Chat,Closed,Positive,Agent_046,7,55,2,Medium,Refund Issued,No,No,Europe,Standard,No
TKT-00918,2023-10-01 19:57:00,2023-10-01 21:55:00,Shipping,Order not arrived,Laptop Pro,Email,Pending,Negative,Agent_026,118,20,3,Medium,Order Replaced,No,Yes,Latin America,Standard,Yes
TKT-00919,2023-09-18 21:23:00,2023-09-18 23:37:00,Account,Account locked,Smart TV,Email,Pending,Neutral,Agent_029,134,35,2,High,Technical Fix Applied,Yes,No,Asia Pacific,Standard,No
TKT-00920,2024-07-03 14:32:00,2024-07-03 18:55:00,Shipping,Tracking not updating,Camera 4K,App,Pending,Negative,Agent_049,263,48,5,Medium,Refund Issued,No,No,Latin America,Standard,Yes
TKT-00921,2023-04-18 08:53:00,2023-04-18 12:44:00,General Inquiry,Product availability,SmartWatch X,App,Pending,Negative,Agent_046,231,15,3,Low,Order Replaced,Yes,No,Middle East,Premium,No
TKT-00922,2024-06-17 07:15:00,2024-06-17 12:06:00,Shipping,Delivery delayed,Router Plus,Email,Resolved,Negative,Agent_037,291,8,3,Low,Escalated to Tier 2,No,No,North America,Premium,No
TKT-00923,2023-06-21 04:07:00,2023-06-21 04:30:00,Returns,Refund not processed,Laptop Pro,Email,Resolved,Neutral,Agent_030,23,15,1,Medium,Technical Fix Applied,Yes,Yes,Middle East,Premium,No
TKT-00924,2024-01-31 03:00:00,,General Inquiry,Compatibility question,SmartWatch X,Phone,Resolved,Negative,Agent_036,,24,4,Low,Account Updated,No,No,North America,Standard,No
TKT-00925,2023-10-10 13:50:00,2023-10-10 20:15:00,General Inquiry,Pricing inquiry,Smart TV,Phone,Resolved,Negative,Agent_021,385,9,4,High,Technical Fix Applied,Yes,Yes,North America,Standard,No
TKT-00926,2023-01-04 11:52:00,2023-01-04 18:50:00,Shipping,Delivery delayed,Camera 4K,Social Media,Closed,Neutral,Agent_045,418,48,4,Low,No Action Needed,No,No,Latin America,Standard,Yes
TKT-00927,2024-01-15 09:55:00,2024-01-15 10:40:00,Complaint,Long wait times,Tablet S,Email,Closed,Neutral,Agent_007,45,58,5,Medium,Order Replaced,No,No,Middle East,Premium,Yes
TKT-00928,2024-03-16 13:35:00,2024-03-16 15:19:00,Returns,Exchange requested,Camera 4K,Chat,Resolved,Neutral,Agent_001,104,35,3,Medium,No Action Needed,No,No,Middle East,Standard,No
TKT-00929,2024-09-21 02:23:00,2024-09-21 02:39:00,General Inquiry,Store hours,Router Plus,Email,Pending,Negative,Agent_002,16,12,4,Medium,Information Provided,Yes,No,Europe,Standard,No
TKT-00930,2024-04-10 20:33:00,2024-04-11 01:29:00,Product,Product defective,Tablet S,Email,Pending,Positive,Agent_037,296,25,5,Medium,Escalated to Tier 2,No,No,Asia Pacific,Standard,Yes
TKT-00931,2024-04-16 15:29:00,2024-04-16 17:58:00,Technical,Software update failed,Tablet S,Social Media,Pending,Negative,Agent_007,149,9,5,Medium,Escalated to Tier 2,No,No,Middle East,Standard,Yes
TKT-00932,2023-07-01 05:09:00,2023-07-01 10:18:00,Account,Password reset issue,Router Plus,Email,Closed,Negative,Agent_017,309,38,4,High,Account Updated,No,Yes,Middle East,Standard,Yes
TKT-00933,2023-02-16 10:27:00,2023-02-16 17:07:00,General Inquiry,Pricing inquiry,Wireless Earbuds,Phone,Pending,Positive,Agent_037,400,37,1,Low,Refund Issued,Yes,No,Asia Pacific,Standard,No
TKT-00934,2023-06-25 06:52:00,2023-06-25 08:02:00,General Inquiry,Feature request,Wireless Earbuds,App,Pending,Negative,Agent_018,70,12,5,Low,Technical Fix Applied,No,No,Middle East,Standard,No
TKT-00935,2023-09-04 02:08:00,,General Inquiry,Store hours,Laptop Pro,Social Media,Resolved,Negative,Agent_036,,35,5,Medium,Refund Issued,Yes,No,North America,Premium,No
TKT-00936,2024-11-03 02:20:00,2024-11-03 03:56:00,Technical,Device not connecting,Phone Max,Social Media,Resolved,Neutral,Agent_013,96,3,5,Low,Follow-up Scheduled,Yes,No,Asia Pacific,Premium,Yes
TKT-00937,2023-09-20 22:53:00,,General Inquiry,Store hours,Smart TV,Phone,Resolved,Neutral,Agent_037,,51,4,Medium,No Action Needed,No,No,Latin America,Standard,No
TKT-00938,2024-04-28 03:26:00,2024-04-28 10:35:00,Account,Subscription management,Wireless Earbuds,Social Media,Resolved,Neutral,Agent_035,429,51,5,Low,Technical Fix Applied,Yes,No,Europe,Standard,No
TKT-00939,2023-08-16 21:11:00,2023-08-16 21:47:00,Complaint,Rude agent interaction,Router Plus,Phone,Pending,Negative,Agent_016,36,57,4,Medium,Escalated to Tier 2,No,Yes,Asia Pacific,Enterprise,No
TKT-00940,2024-04-03 06:37:00,2024-04-03 11:18:00,Complaint,Rude agent interaction,Phone Max,App,Resolved,Positive,Agent_015,281,17,5,Medium,Order Replaced,No,Yes,North America,Standard,Yes
TKT-00941,2023-10-11 22:03:00,2023-10-12 01:25:00,General Inquiry,Product availability,Smart TV,Social Media,Resolved,Neutral,Agent_047,202,23,4,High,Refund Issued,No,No,Asia Pacific,Standard,No
TKT-00942,2023-01-29 21:38:00,2023-01-29 22:31:00,Account,Password reset issue,Router Plus,App,Closed,Positive,Agent_044,53,6,2,Low,Account Updated,No,No,Latin America,Premium,Yes
TKT-00943,2023-06-22 20:01:00,2023-06-22 23:29:00,Shipping,Package damaged,Tablet S,Email,Escalated,Negative,Agent_006,208,15,4,Medium,Escalated to Tier 2,No,No,Middle East,Standard,No
